Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,outlet_age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable
FDK16,12.792854228644991,10663,Frozen Foods,93.9094,OUT027,1985,3903.5854,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT16,9.895,5618,Frozen Foods,261.7278,OUT046,1997,4685.9004,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRJ47,18.25,5065,Hard Drinks,174.208,OUT018,2009,2596.62,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDQ04,6.4,11776,Frozen Foods,41.0796,OUT010,1998,41.2796,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDN40,5.88,0,Frozen Foods,154.2998,OUT046,1997,1999.3974,26,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS39,6.895,1905,Meat,143.8812,OUT013,1987,2707.1428,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDC11,20.5,11793,Starchy Foods,90.6172,OUT018,2009,1427.4752,14,highviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDQ39,14.8,11549,Meat,190.8846,OUT010,1998,191.0846,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDB33,17.75,863,Fruits and Vegetables,158.6262,OUT049,1999,3819.0288,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDM44,12.5,3257,Fruits and Vegetables,104.999,OUT045,2002,1444.786,21,lowviz,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT32,19.0,7311,Fruits and Vegetables,186.5214,OUT035,2004,5275.7992,19,viz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRC13,8.26,3436,Soft Drinks,125.073,OUT018,2009,985.3839999999999,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
NCO07,9.06,309,Others,213.75599999999997,OUT046,1997,1065.28,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDJ16,9.195,10697,Frozen Foods,58.9246,OUT018,2009,926.7936,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB22,12.792854228644991,10471,Snack Foods,155.0998,OUT027,1985,2768.3964,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCS30,5.945,9490,Household,129.1652,OUT045,2002,2841.6344,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDQ59,12.792854228644991,0,Breads,84.5908,OUT027,1985,3020.0688,38,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI38,13.35,876,Canned,207.3638,OUT049,1999,5797.7864,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR52,12.65,8233,Frozen Foods,189.0846,OUT035,2004,4012.7766,19,viz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT15,12.15,4899,Meat,181.695,OUT018,2009,2929.52,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDR52,12.792854228644991,11483,Frozen Foods,190.8846,OUT019,1985,191.0846,38,highviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDS60,20.85,3438,Baking Goods,180.06599999999997,OUT018,2009,2157.192,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDK52,18.25,0,Frozen Foods,224.1062,OUT018,2009,4965.5364,14,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA04,11.3,7448,Frozen Foods,260.1962,OUT045,2002,2848.9582,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCQ53,17.6,1395,Health and Hygiene,237.359,OUT045,2002,6145.334,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDN28,5.88,3130,Frozen Foods,101.79899999999999,OUT018,2009,1960.781,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDU12,12.792854228644991,11467,Baking Goods,263.8568,OUT019,1985,790.9704,38,highviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDT03,21.25,359,Meat,184.6608,OUT045,2002,367.5216,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY57,20.2,10948,Snack Foods,94.5752,OUT046,1997,1821.6288,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH56,9.8,7125,Fruits and Vegetables,113.8492,OUT013,1987,1737.7379999999998,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRM23,16.6,11573,Hard Drinks,171.4422,OUT018,2009,2241.7486,14,highviz,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDZ07,12.792854228644991,12324,Fruits and Vegetables,62.8194,OUT019,1985,61.9194,38,highviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDK40,7.035,1855,Frozen Foods,262.791,OUT045,2002,3681.8740000000003,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU04,7.93,0,Frozen Foods,121.8414,OUT046,1997,2802.3522,26,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRL37,15.5,0,Soft Drinks,41.376999999999995,OUT017,2007,649.155,16,,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDT26,12.792854228644991,7528,Dairy,120.944,OUT027,1985,1078.596,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT24,12.35,12715,Baking Goods,78.7328,OUT045,2002,1390.1904,21,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDX57,12.792854228644991,5419,Snack Foods,96.4068,OUT027,1985,2624.5836,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDA55,12.792854228644991,9922,Fruits and Vegetables,225.2088,OUT019,1985,447.4176,38,viz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCN05,8.235,844,Health and Hygiene,183.795,OUT045,2002,2929.52,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDR58,6.675,4779,Snack Foods,92.6462,OUT045,2002,1665.8316,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDX47,6.55,3721,Breads,156.5288,OUT013,1987,1571.2879999999998,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCH54,13.5,7956,Household,160.692,OUT018,2009,1917.504,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCH42,6.86,4026,Household,227.801,OUT035,2004,3904.917,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDH56,9.8,7142,Fruits and Vegetables,116.6492,OUT045,2002,2316.984,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ48,14.3,3716,Baking Goods,98.1726,OUT018,2009,685.1082,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN20,19.35,2501,Fruits and Vegetables,169.2474,OUT017,2007,3705.8428,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA15,9.3,1086,Dairy,250.6092,OUT013,1987,6474.2392,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDS48,12.792854228644991,5614,Baking Goods,149.7708,OUT019,1985,150.4708,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDW02,4.805,4193,Dairy,126.2704,OUT018,2009,3629.9416,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN03,12.792854228644991,932,Meat,248.6408,OUT027,1985,6759.2016,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF57,14.5,6723,Fruits and Vegetables,170.7448,OUT017,2007,2045.3376,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRM37,15.35,9680,Soft Drinks,196.5768,OUT035,2004,4729.8432,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCD54,21.1,2905,Household,143.3786,OUT046,1997,866.8716,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCQ42,12.792854228644991,4397,Household,128.3678,OUT027,1985,3179.195,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDW49,19.5,8794,Canned,177.2002,OUT035,2004,2149.2024,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRI03,6.03,1939,Dairy,178.1028,OUT013,1987,4604.6728,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDD14,20.7,12429,Canned,182.6266,OUT045,2002,2581.9724,21,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDN02,16.5,8034,Canned,208.8638,OUT046,1997,2484.7656,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ45,12.792854228644991,421,Snack Foods,185.3608,OUT027,1985,5329.0632,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX56,17.1,8076,Fruits and Vegetables,206.1638,OUT018,2009,4141.276,14,viz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDE51,12.792854228644991,12415,Dairy,43.4086,OUT019,1985,44.6086,38,highviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDT47,5.26,2200,Breads,95.6068,OUT045,2002,2332.9632,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM22,14.0,4765,Snack Foods,54.06399999999999,OUT035,2004,1118.5439999999999,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB27,7.575,6346,Dairy,196.5768,OUT045,2002,1576.6144,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDE02,12.792854228644991,10922,Canned,95.6778,OUT027,1985,2910.2118,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDD38,16.75,185,Canned,103.7674,OUT035,2004,2852.2872,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF34,9.3,786,Snack Foods,197.7084,OUT017,2007,3372.9428,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDP15,15.2,0,Meat,256.033,OUT010,1998,1281.665,25,,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCI29,8.6,3479,Health and Hygiene,143.6154,OUT017,2007,2127.231,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDU27,18.6,12491,Meat,47.1376,OUT017,2007,767.0016,16,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCD55,12.792854228644991,2132,Household,42.4454,OUT027,1985,293.6178,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDU37,9.5,0,Canned,79.596,OUT046,1997,1038.6480000000001,26,,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA01,15.0,6238,Canned,60.2904,OUT017,2007,1581.9408,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS13,6.465,11127,Canned,264.1884,OUT045,2002,3444.8492,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK55,18.5,2389,Meat,88.9172,OUT018,2009,1695.1268,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDR36,6.715,10962,Baking Goods,43.7454,OUT035,2004,545.2902,19,viz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRK49,14.15,3940,Soft Drinks,41.5138,OUT049,1999,162.4552,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
DRM23,12.792854228644991,0,Hard Drinks,171.7422,OUT027,1985,6207.9192,38,,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDZ21,17.6,4442,Snack Foods,98.041,OUT018,2009,675.7869999999999,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDI57,19.85,6185,Seafood,198.7768,OUT017,2007,4532.7664,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK26,12.792854228644991,6420,Canned,184.62400000000002,OUT019,1985,1304.968,38,lowviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDQ36,7.855,12264,Baking Goods,37.0848,OUT035,2004,447.4176,19,highviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ58,12.792854228644991,12692,Snack Foods,172.6764,OUT019,1985,858.882,38,highviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDD45,8.615,10736,Fruits and Vegetables,94.1436,OUT045,2002,1134.5232,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDG50,7.405,972,Canned,89.9146,OUT045,2002,2189.1504,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDO36,12.792854228644991,11579,Baking Goods,179.766,OUT019,1985,179.766,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCW42,18.2,6684,Household,220.5456,OUT018,2009,3094.6384,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCH18,9.3,8108,Household,246.4802,OUT010,1998,982.7208,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDY59,12.792854228644991,3280,Baking Goods,93.3462,OUT027,1985,1018.0082,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCO42,21.25,2225,Household,145.1102,OUT045,2002,1603.9122,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDM45,8.655,9174,Snack Foods,122.5756,OUT017,2007,2181.1608,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCV29,11.8,4266,Health and Hygiene,177.5686,OUT010,1998,711.0744,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDT08,12.792854228644991,5658,Fruits and Vegetables,148.705,OUT027,1985,2996.1,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCA54,16.5,4036,Household,180.9318,OUT013,1987,3247.7724,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDW55,12.6,0,Fruits and Vegetables,248.8092,OUT035,2004,6723.2484,19,,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI10,12.792854228644991,8422,Snack Foods,171.4422,OUT027,1985,3448.844,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCS53,12.792854228644991,12152,Health and Hygiene,156.8604,OUT019,1985,316.9208,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDZ35,12.792854228644991,1885,Breads,105.199,OUT027,1985,3199.1690000000003,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF10,15.5,12139,Snack Foods,148.6418,OUT013,1987,3972.8286,36,highviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDO38,17.25,7979,Canned,76.4986,OUT017,2007,778.9860000000001,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY45,17.5,2492,Snack Foods,253.7356,OUT017,2007,3815.034,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDC40,16.0,7284,Dairy,78.4986,OUT018,2009,1791.6678,14,viz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCO54,19.5,812,Household,53.7614,OUT049,1999,1436.7964,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDQ14,9.27,6958,Dairy,148.005,OUT018,2009,1797.66,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDM10,18.25,8218,Snack Foods,213.4218,OUT013,1987,3846.9924,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRK23,8.395,7909,Hard Drinks,251.50400000000002,OUT017,2007,7084.111999999999,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCR17,9.8,2157,Health and Hygiene,114.0492,OUT013,1987,2085.2856,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDG31,12.792854228644991,7392,Meat,65.0826,OUT019,1985,193.7478,38,viz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDH02,7.27,1645,Canned,92.4488,OUT045,2002,996.0368,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRH37,17.6,4743,Soft Drinks,162.7526,OUT017,2007,3124.5994,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRC36,13.0,5193,Soft Drinks,174.1054,OUT017,2007,4377.635,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDB56,8.75,8109,Fruits and Vegetables,186.3556,OUT045,2002,3567.3564,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCK54,12.15,2981,Household,114.715,OUT045,2002,1048.635,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCQ17,10.3,0,Health and Hygiene,154.66299999999998,OUT013,1987,2816.3340000000003,36,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDM13,6.425,7093,Breakfast,132.8626,OUT018,2009,524.6504,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDT44,16.6,10097,Fruits and Vegetables,116.4466,OUT018,2009,1178.4660000000001,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO28,12.792854228644991,11206,Frozen Foods,122.4098,OUT019,1985,120.5098,38,viz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCK07,10.65,5656,Others,165.8526,OUT017,2007,3946.8624,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCP05,19.6,2303,Health and Hygiene,151.8024,OUT046,1997,1366.2216,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDX11,16.0,10301,Baking Goods,181.4634,OUT046,1997,1090.5804,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS52,8.89,21,Frozen Foods,99.3016,OUT045,2002,607.2096,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB14,20.25,10069,Canned,93.212,OUT045,2002,1304.968,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCY06,12.792854228644991,6865,Household,130.1968,OUT027,1985,1565.9616,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDS45,5.175,2997,Snack Foods,105.2622,OUT017,2007,2328.9684,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRF23,4.61,0,Hard Drinks,173.8396,OUT046,1997,1221.0772,26,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDD33,12.792854228644991,0,Fruits and Vegetables,231.9642,OUT027,1985,6970.9259999999995,38,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCA53,11.395,332,Health and Hygiene,49.4034,OUT018,2009,777.6544,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDC46,17.7,10737,Snack Foods,186.0266,OUT035,2004,2950.8256,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCW41,18.0,995,Health and Hygiene,159.2604,OUT035,2004,3961.51,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDZ39,19.7,1327,Meat,104.59899999999999,OUT018,2009,309.597,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDE51,5.925,9731,Dairy,42.9086,OUT017,2007,758.3462,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDG32,12.792854228644991,12570,Fruits and Vegetables,222.3772,OUT027,1985,9562.2196,38,highviz,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCK07,10.65,5636,Others,163.9526,OUT045,2002,1644.526,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCQ41,14.8,1472,Health and Hygiene,193.0794,OUT035,2004,3901.5879999999997,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDL36,15.1,8266,Baking Goods,90.48299999999999,OUT045,2002,1617.894,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ26,13.5,0,Dairy,57.8562,OUT049,1999,711.0744,24,,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR02,16.7,1887,Dairy,113.1886,OUT017,2007,3335.658,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDV59,13.35,0,Breads,217.6166,OUT018,2009,3265.7490000000003,14,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDZ33,10.195,0,Snack Foods,147.2076,OUT010,1998,739.038,25,,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCT41,15.7,6398,Health and Hygiene,153.5024,OUT045,2002,2580.6408,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDB17,13.15,6926,Frozen Foods,179.9976,OUT010,1998,181.0976,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDN44,13.15,1952,Fruits and Vegetables,160.192,OUT046,1997,1597.92,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDE45,12.1,4551,Fruits and Vegetables,180.0002,OUT013,1987,4656.6052,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG47,12.8,7698,Starchy Foods,262.8252,OUT017,2007,2885.5772,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCP02,12.792854228644991,5086,Household,59.6562,OUT027,1985,2192.4794,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDW02,4.805,4160,Dairy,125.5704,OUT046,1997,3880.2824,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCM53,18.75,5929,Health and Hygiene,105.728,OUT046,1997,2024.0320000000002,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDD47,7.6,11792,Starchy Foods,171.3448,OUT013,1987,3238.4512,36,highviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDE28,9.5,11460,Frozen Foods,228.6668,OUT035,2004,4146.6024,19,highviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV12,16.7,6892,Baking Goods,100.0384,OUT018,2009,2463.46,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDE36,5.26,4763,Baking Goods,165.4868,OUT018,2009,2293.0152,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDU45,15.6,3865,Snack Foods,112.4518,OUT046,1997,3301.7022,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP28,13.65,8620,Frozen Foods,260.1936,OUT013,1987,3914.9040000000005,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDH33,12.85,10994,Snack Foods,43.1428,OUT045,2002,703.0848,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDO44,12.6,9081,Fruits and Vegetables,109.9228,OUT035,2004,663.1368,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR07,12.792854228644991,11568,Fruits and Vegetables,94.1094,OUT019,1985,190.4188,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDJ45,17.75,7996,Seafood,35.1216,OUT035,2004,830.9184,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS59,14.8,8001,Breads,110.85700000000001,OUT010,1998,329.57099999999997,25,viz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDU34,18.25,8127,Snack Foods,125.9046,OUT013,1987,2365.5874,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCL06,14.65,10920,Household,261.7594,OUT010,1998,523.3188,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDR37,16.5,10469,Breakfast,181.6292,OUT010,1998,1094.5752,25,viz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCM53,18.75,5962,Health and Hygiene,105.728,OUT018,2009,1704.4479999999999,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
DRG25,10.5,1409,Soft Drinks,188.424,OUT035,2004,2237.0879999999997,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
DRE25,15.35,7997,Soft Drinks,91.912,OUT049,1999,2609.936,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDZ45,14.1,7467,Snack Foods,197.1084,OUT045,2002,2182.4924,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCV53,8.27,3321,Health and Hygiene,239.088,OUT010,1998,719.064,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDR55,12.15,11466,Fruits and Vegetables,190.1872,OUT018,2009,3781.744,14,highviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDS47,12.792854228644991,0,Breads,87.6856,OUT027,1985,1845.5976,38,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRG27,8.895,10213,Dairy,41.1138,OUT046,1997,690.4346,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDA02,14.0,3020,Dairy,145.4786,OUT049,1999,1300.3074,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF45,18.2,591,Fruits and Vegetables,56.8904,OUT045,2002,1406.1696,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ58,17.85,5955,Snack Foods,122.8072,OUT046,1997,857.5504,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCH30,17.1,7494,Household,115.186,OUT049,1999,2490.092,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDN03,9.8,2298,Meat,248.5408,OUT010,1998,751.0224,25,lowviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDH12,9.6,8961,Baking Goods,105.12799999999999,OUT049,1999,1065.28,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCH54,13.5,10968,Household,161.692,OUT010,1998,159.792,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
DRH01,17.5,9800,Soft Drinks,172.9738,OUT045,2002,4344.345,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX01,12.792854228644991,2107,Canned,115.515,OUT027,1985,1980.755,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
